EnterCode,ExitCode,EnterName,ExitName,Distance/Km,NormalPrice,EarlyPrice
44_44,15_15,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Outram Park (EW16 / NE3),li class=\'distance_fare_result_dt\'>25.5 km,li class=\'distance_fare_result_fr\'>$1.93
44_44,224_127,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Pasir Panjang (CC26),li class=\'distance_fare_result_dt\'>27.9 km,li class=\'distance_fare_result_fr\'>$1.95
44_44,42_42,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Pasir Ris (EW1),li class=\'distance_fare_result_dt\'>32.6 km,li class=\'distance_fare_result_fr\'>$2.00
44_44,35_35,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Paya Lebar (EW8 / CC9),li class=\'distance_fare_result_dt\'>23.1 km,li class=\'distance_fare_result_fr\'>$1.87
44_44,56_55,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Pending (BP8),li class=\'distance_fare_result_dt\'>14.4 km,li class=\'distance_fare_result_fr\'>$1.59
44_44,55_54,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Petir (BP7),li class=\'distance_fare_result_dt\'>13.7 km,li class=\'distance_fare_result_fr\'>$1.55
44_44,53_52,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Phoenix (BP5),li class=\'distance_fare_result_dt\'>12.6 km,li class=\'distance_fare_result_fr\'>$1.51
44_44,66_107,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Pioneer (EW28),li class=\'distance_fare_result_dt\'>22.6 km,li class=\'distance_fare_result_fr\'>$1.87
44_44,108_72,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Potong Pasir (NE10),li class=\'distance_fare_result_dt\'>20.5 km,li class=\'distance_fare_result_fr\'>$1.81
44_44,213_113,li class=\'distance_fare_result_bd\'>Admiralty (NS10),li class=\'distance_fare_result_al\'>Promenade (CC4 / DT15),li class=\'distance_fare_result_dt\'>24.0 km,li class=\'distance_fare_result_fr\'>$1.89
